,Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_List,Hire_Flag,Has_Certification,AI_Norm,Exp_Norm,Proj_Norm,Resume_Strength_Score
132,133,Eric Gregory,"ethical hacking, networking, linux, cybersecurity",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,114147,4,100,"['ethical hacking', 'networking', 'linux', 'cybersecurity']",1,1,1.0,0.8,0.4,0.8
133,134,Brad Stephens,"c++, java, react, sql",1,PhD,None,Software Engineer,Reject,116556,0,30,"['c++', 'java', 'react', 'sql']",0,0,0.1764705882352941,0.1,0.0,0.08676470588235294
134,135,Paul Castro,"tensorflow, nlp, python, pytorch",6,B.Sc,Deep Learning Specialization,AI Researcher,Hire,60828,3,100,"['tensorflow', 'nlp', 'python', 'pytorch']",1,1,1.0,0.6000000000000001,0.30000000000000004,0.725
135,136,Elizabeth Williamson,"networking, cybersecurity",7,B.Sc,None,Cybersecurity Analyst,Hire,42894,0,80,"['networking', 'cybersecurity']",1,0,0.7647058823529411,0.7000000000000001,0.0,0.4426470588235294
136,137,Mason Jones,"linux, cybersecurity, ethical hacking",4,M.Tech,None,Cybersecurity Analyst,Hire,114988,5,80,"['linux', 'cybersecurity', 'ethical hacking']",1,0,0.7647058823529411,0.4,0.5,0.4926470588235293
137,138,Jean Clark,"machine learning, python, sql",10,M.Tech,Google ML,Data Scientist,Hire,88678,3,100,"['machine learning', 'python', 'sql']",1,1,1.0,1.0,0.30000000000000004,0.8250000000000001
138,139,Tyler Henderson,"deep learning, sql, python, machine learning",4,M.Tech,None,Data Scientist,Hire,60868,7,95,"['deep learning', 'sql', 'python', 'machine learning']",1,0,0.9411764705882353,0.4,0.7000000000000001,0.6044117647058824
139,140,Jamie Robertson,"ethical hacking, cybersecurity, networking, linux",3,MBA,Google ML,Cybersecurity Analyst,Hire,93303,1,65,"['ethical hacking', 'cybersecurity', 'networking', 'linux']",1,1,0.588235294117647,0.30000000000000004,0.1,0.4558823529411765
140,141,Ronald Thomas,"deep learning, python, sql",3,B.Sc,Google ML,Data Scientist,Hire,64716,2,65,"['deep learning', 'python', 'sql']",1,1,0.588235294117647,0.30000000000000004,0.2,0.4808823529411764
141,142,Ashley Peters,"cybersecurity, ethical hacking, linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885,2,100,"['cybersecurity', 'ethical hacking', 'linux']",1,1,1.0,0.9,0.2,0.775
142,143,Thomas Davis,"sql, machine learning, deep learning, python",5,B.Tech,None,Data Scientist,Hire,89620,3,85,"['sql', 'machine learning', 'deep learning', 'python']",1,0,0.8235294117647058,0.5,0.30000000000000004,0.48823529411764705
143,144,David Krause,"networking, linux, cybersecurity, ethical hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474,0,100,"['networking', 'linux', 'cybersecurity', 'ethical hacking']",1,1,1.0,1.0,0.0,0.75
144,145,Tabitha Clark,"tensorflow, pytorch, python",5,B.Tech,Google ML,AI Researcher,Hire,79333,5,100,"['tensorflow', 'pytorch', 'python']",1,1,1.0,0.5,0.5,0.75
145,146,Catherine Garcia,"tensorflow, pytorch, nlp",10,M.Tech,AWS Certified,AI Researcher,Hire,58221,8,100,"['tensorflow', 'pytorch', 'nlp']",1,1,1.0,1.0,0.8,0.9500000000000001
146,147,Dawn Brown,"sql, python, deep learning, machine learning",10,PhD,None,Data Scientist,Hire,119703,1,100,"['sql', 'python', 'deep learning', 'machine learning']",1,0,1.0,1.0,0.1,0.625
147,148,Joshua Hughes,"python, machine learning",8,PhD,AWS Certified,Data Scientist,Hire,95978,4,100,"['python', 'machine learning']",1,1,1.0,0.8,0.4,0.8
148,149,Laurie Cervantes,"tensorflow, nlp, pytorch",6,B.Tech,Deep Learning Specialization,AI Researcher,Hire,63269,0,85,"['tensorflow', 'nlp', 'pytorch']",1,1,0.8235294117647058,0.6000000000000001,0.0,0.5882352941176471
149,150,Shannon Johnson,"python, machine learning",9,B.Sc,Google ML,Data Scientist,Hire,83152,2,100,"['python', 'machine learning']",1,1,1.0,0.9,0.2,0.775
150,151,Karen Peters,"ethical hacking, networking, linux",3,B.Tech,Google ML,Cybersecurity Analyst,Hire,118508,7,90,"['ethical hacking', 'networking', 'linux']",1,1,0.8823529411764706,0.30000000000000004,0.7000000000000001,0.7088235294117647
151,152,Jacqueline Lee,"sql, react, java",6,PhD,AWS Certified,Software Engineer,Hire,99537,10,100,"['sql', 'react', 'java']",1,1,1.0,0.6000000000000001,1.0,0.9
152,153,Dale Williams,"python, machine learning, sql, deep learning",7,PhD,AWS Certified,Data Scientist,Hire,62092,2,100,"['python', 'machine learning', 'sql', 'deep learning']",1,1,1.0,0.7000000000000001,0.2,0.7250000000000001
153,154,Victoria Kennedy,"python, deep learning, sql, machine learning",7,B.Tech,Google ML,Data Scientist,Hire,65981,0,100,"['python', 'deep learning', 'sql', 'machine learning']",1,1,1.0,0.7000000000000001,0.0,0.675
154,155,Brandon Ruiz,"ethical hacking, linux, cybersecurity",5,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,53855,8,100,"['ethical hacking', 'linux', 'cybersecurity']",1,1,1.0,0.5,0.8,0.8250000000000001
155,156,Anthony Neal,"cybersecurity, ethical hacking, networking, linux",6,M.Tech,None,Cybersecurity Analyst,Hire,98876,2,90,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,0,0.8823529411764706,0.6000000000000001,0.2,0.5088235294117647
156,157,Paul Wallace,"linux, ethical hacking, networking, cybersecurity",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,59082,5,100,"['linux', 'ethical hacking', 'networking', 'cybersecurity']",1,1,1.0,0.6000000000000001,0.5,0.775
157,158,Renee Odonnell DDS,"pytorch, tensorflow, python",2,PhD,None,AI Researcher,Reject,85955,1,40,"['pytorch', 'tensorflow', 'python']",0,0,0.29411764705882354,0.2,0.1,0.17794117647058824
158,159,Christopher White,"ethical hacking, linux",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,113676,9,100,"['ethical hacking', 'linux']",1,1,1.0,0.6000000000000001,0.9,0.875
159,160,Margaret Holmes,"cybersecurity, linux",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,118103,1,45,"['cybersecurity', 'linux']",0,1,0.35294117647058826,0.2,0.1,0.34852941176470587
160,161,Michael Le,"sql, machine learning",3,PhD,Deep Learning Specialization,Data Scientist,Hire,112466,9,95,"['sql', 'machine learning']",1,1,0.9411764705882353,0.30000000000000004,0.9,0.7794117647058824
161,162,Patricia Scott,"sql, machine learning",5,M.Tech,AWS Certified,Data Scientist,Hire,99076,8,100,"['sql', 'machine learning']",1,1,1.0,0.5,0.8,0.8250000000000001
162,163,Katie Wall,"linux, cybersecurity",5,M.Tech,None,Cybersecurity Analyst,Hire,115234,10,100,"['linux', 'cybersecurity']",1,0,1.0,0.5,1.0,0.725
163,164,Steven Johnson,"tensorflow, nlp, python",1,M.Tech,None,AI Researcher,Reject,76442,2,35,"['tensorflow', 'nlp', 'python']",0,0,0.23529411764705882,0.1,0.2,0.15735294117647058
164,165,Rhonda Green,"networking, cybersecurity, linux, ethical hacking",7,M.Tech,Google ML,Cybersecurity Analyst,Hire,117704,10,100,"['networking', 'cybersecurity', 'linux', 'ethical hacking']",1,1,1.0,0.7000000000000001,1.0,0.925
165,166,Christopher Fletcher,"deep learning, sql",2,PhD,None,Data Scientist,Reject,89120,3,45,"['deep learning', 'sql']",0,0,0.35294117647058826,0.2,0.30000000000000004,0.2485294117647059
166,167,Joel Hansen,"pytorch, nlp, python",3,M.Tech,AWS Certified,AI Researcher,Hire,76100,6,85,"['pytorch', 'nlp', 'python']",1,1,0.8235294117647058,0.30000000000000004,0.6000000000000001,0.663235294117647
167,168,Katherine Cabrera,"networking, cybersecurity, ethical hacking",2,B.Sc,Google ML,Cybersecurity Analyst,Hire,63016,7,80,"['networking', 'cybersecurity', 'ethical hacking']",1,1,0.7647058823529411,0.2,0.7000000000000001,0.6426470588235293
168,169,Shawn Schmidt,"java, c++, react, sql",9,B.Sc,Deep Learning Specialization,Software Engineer,Hire,68144,2,100,"['java', 'c++', 'react', 'sql']",1,1,1.0,0.9,0.2,0.775
169,170,Ruth Prince,"python, machine learning",7,M.Tech,None,Data Scientist,Hire,98540,0,80,"['python', 'machine learning']",1,0,0.7647058823529411,0.7000000000000001,0.0,0.4426470588235294
170,171,Scott Gray,"networking, ethical hacking, cybersecurity",8,MBA,None,Cybersecurity Analyst,Hire,44474,1,100,"['networking', 'ethical hacking', 'cybersecurity']",1,0,1.0,0.8,0.1,0.5750000000000001
171,172,Lisa Lawson,"deep learning, sql, python",3,B.Sc,AWS Certified,Data Scientist,Hire,50781,6,85,"['deep learning', 'sql', 'python']",1,1,0.8235294117647058,0.30000000000000004,0.6000000000000001,0.663235294117647
172,173,Brenda Crawford,"react, sql, c++",3,B.Tech,Google ML,Software Engineer,Hire,100722,5,80,"['react', 'sql', 'c++']",1,1,0.7647058823529411,0.30000000000000004,0.5,0.6176470588235293
173,174,Phillip Shaw,"sql, python",9,PhD,Deep Learning Specialization,Data Scientist,Hire,69101,8,100,"['sql', 'python']",1,1,1.0,0.9,0.8,0.9249999999999999
174,175,Lisa Jones,"machine learning, deep learning, python, sql",6,MBA,None,Data Scientist,Hire,76085,4,100,"['machine learning', 'deep learning', 'python', 'sql']",1,0,1.0,0.6000000000000001,0.4,0.6
175,176,Dillon Hoffman,"sql, machine learning, python, deep learning",9,B.Sc,Google ML,Data Scientist,Hire,57223,2,100,"['sql', 'machine learning', 'python', 'deep learning']",1,1,1.0,0.9,0.2,0.775
176,177,Eric Mendez,"c++, react",1,MBA,None,Software Engineer,Reject,55836,3,35,"['c++', 'react']",0,0,0.23529411764705882,0.1,0.30000000000000004,0.1823529411764706
177,178,Terry Kaufman,"sql, deep learning, python, machine learning",8,B.Sc,Google ML,Data Scientist,Hire,118651,5,100,"['sql', 'deep learning', 'python', 'machine learning']",1,1,1.0,0.8,0.5,0.8250000000000001
178,179,Andrea Clark,"pytorch, tensorflow",3,MBA,None,AI Researcher,Hire,81415,7,75,"['pytorch', 'tensorflow']",1,0,0.7058823529411764,0.30000000000000004,0.7000000000000001,0.4970588235294118
179,180,Erin Maynard,"networking, cybersecurity, ethical hacking",8,MBA,None,Cybersecurity Analyst,Hire,65748,4,100,"['networking', 'cybersecurity', 'ethical hacking']",1,0,1.0,0.8,0.4,0.65
180,181,Jared Gonzalez,"java, react",6,PhD,Deep Learning Specialization,Software Engineer,Hire,54170,7,100,"['java', 'react']",1,1,1.0,0.6000000000000001,0.7000000000000001,0.8250000000000001
181,182,Stephen Nichols,"machine learning, deep learning, sql, python",1,PhD,None,Data Scientist,Hire,60495,7,65,"['machine learning', 'deep learning', 'sql', 'python']",1,0,0.588235294117647,0.1,0.7000000000000001,0.40588235294117647
182,183,Caleb Tucker,"pytorch, nlp",0,B.Sc,None,AI Researcher,Reject,42924,7,45,"['pytorch', 'nlp']",0,0,0.35294117647058826,0.0,0.7000000000000001,0.29852941176470593
183,184,Caitlin Turner,"sql, deep learning, python",5,PhD,None,Data Scientist,Hire,89654,3,80,"['sql', 'deep learning', 'python']",1,0,0.7647058823529411,0.5,0.30000000000000004,0.46764705882352936
184,185,Justin Myers Jr.,"react, java, c++, sql",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,89830,3,100,"['react', 'java', 'c++', 'sql']",1,1,1.0,0.7000000000000001,0.30000000000000004,0.7500000000000001
185,186,Anthony Benson,"java, c++, react, sql",5,MBA,Deep Learning Specialization,Software Engineer,Hire,64162,7,100,"['java', 'c++', 'react', 'sql']",1,1,1.0,0.5,0.7000000000000001,0.8
186,187,Valerie Morrison,"pytorch, python",0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,44226,7,55,"['pytorch', 'python']",0,1,0.4705882352941177,0.0,0.7000000000000001,0.4897058823529412
187,188,Mary Wilson,"nlp, tensorflow, python",0,MBA,Deep Learning Specialization,AI Researcher,Reject,65417,3,40,"['nlp', 'tensorflow', 'python']",0,1,0.29411764705882354,0.0,0.30000000000000004,0.32794117647058824
188,189,Evelyn Porter,"sql, python, machine learning, deep learning",3,M.Tech,Google ML,Data Scientist,Hire,65930,5,85,"['sql', 'python', 'machine learning', 'deep learning']",1,1,0.8235294117647058,0.30000000000000004,0.5,0.638235294117647
189,190,Scott Salinas,"react, sql, java, c++",1,PhD,AWS Certified,Software Engineer,Hire,58162,5,65,"['react', 'sql', 'java', 'c++']",1,1,0.588235294117647,0.1,0.5,0.5058823529411764
190,191,Rachel Bridges,"linux, cybersecurity, ethical hacking",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,59707,8,100,"['linux', 'cybersecurity', 'ethical hacking']",1,1,1.0,0.8,0.8,0.9
191,192,Lori Porter,"linux, ethical hacking",1,PhD,AWS Certified,Cybersecurity Analyst,Reject,60465,3,45,"['linux', 'ethical hacking']",0,1,0.35294117647058826,0.1,0.30000000000000004,0.3735294117647059
192,193,Keith Ayers,"tensorflow, nlp, python",3,MBA,Deep Learning Specialization,AI Researcher,Hire,80393,10,100,"['tensorflow', 'nlp', 'python']",1,1,1.0,0.30000000000000004,1.0,0.8250000000000001
193,194,Nicholas Welch,"machine learning, sql, python",10,PhD,None,Data Scientist,Hire,95170,6,100,"['machine learning', 'sql', 'python']",1,0,1.0,1.0,0.6000000000000001,0.75
194,195,Jason Carter,"pytorch, python, tensorflow, nlp",9,B.Sc,AWS Certified,AI Researcher,Hire,114772,5,100,"['pytorch', 'python', 'tensorflow', 'nlp']",1,1,1.0,0.9,0.5,0.85
195,196,Kimberly Anderson,"pytorch, python",7,B.Tech,None,AI Researcher,Hire,42236,6,100,"['pytorch', 'python']",1,0,1.0,0.7000000000000001,0.6000000000000001,0.675
196,197,John Mendoza,"python, deep learning",8,PhD,None,Data Scientist,Hire,69641,10,100,"['python', 'deep learning']",1,0,1.0,0.8,1.0,0.8
197,198,Audrey Haynes,"c++, sql, java",1,PhD,Deep Learning Specialization,Software Engineer,Hire,68682,7,70,"['c++', 'sql', 'java']",1,1,0.6470588235294117,0.1,0.7000000000000001,0.5764705882352941
198,199,Zachary Harris,"ethical hacking, cybersecurity, linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,113725,0,55,"['ethical hacking', 'cybersecurity', 'linux']",0,1,0.4705882352941177,0.30000000000000004,0.0,0.3897058823529412
199,200,Ann Silva,"python, tensorflow",1,B.Sc,Deep Learning Specialization,AI Researcher,Reject,89941,4,50,"['python', 'tensorflow']",0,1,0.411764705882353,0.1,0.4,0.4191176470588236
200,201,Ashley Elliott,"cybersecurity, ethical hacking, linux, networking",8,MBA,Google ML,Cybersecurity Analyst,Hire,102247,8,100,"['cybersecurity', 'ethical hacking', 'linux', 'networking']",1,1,1.0,0.8,0.8,0.9
201,202,Thomas Hill,"tensorflow, nlp",6,PhD,Google ML,AI Researcher,Hire,87988,1,85,"['tensorflow', 'nlp']",1,1,0.8235294117647058,0.6000000000000001,0.1,0.6132352941176471
202,203,Danny Torres,"ethical hacking, cybersecurity, networking",8,B.Tech,None,Cybersecurity Analyst,Hire,66329,0,95,"['ethical hacking', 'cybersecurity', 'networking']",1,0,0.9411764705882353,0.8,0.0,0.5294117647058824
203,204,Tiffany Koch,"nlp, python, tensorflow",1,PhD,Deep Learning Specialization,AI Researcher,Hire,42249,7,70,"['nlp', 'python', 'tensorflow']",1,1,0.6470588235294117,0.1,0.7000000000000001,0.5764705882352941
204,205,Rachael Williams,"java, c++",9,MBA,Google ML,Software Engineer,Hire,82341,3,100,"['java', 'c++']",1,1,1.0,0.9,0.30000000000000004,0.7999999999999999
205,206,Timothy Caldwell,"nlp, pytorch, python, tensorflow",10,B.Sc,None,AI Researcher,Hire,43594,4,100,"['nlp', 'pytorch', 'python', 'tensorflow']",1,0,1.0,1.0,0.4,0.7
206,207,Jenny Weaver,"ethical hacking, linux, cybersecurity, networking",7,MBA,None,Cybersecurity Analyst,Hire,116460,10,100,"['ethical hacking', 'linux', 'cybersecurity', 'networking']",1,0,1.0,0.7000000000000001,1.0,0.775
207,208,Shawn Carson,"c++, react",2,B.Sc,AWS Certified,Software Engineer,Hire,96027,5,65,"['c++', 'react']",1,1,0.588235294117647,0.2,0.5,0.5308823529411765
208,209,Derrick Mendoza,"cybersecurity, ethical hacking, networking, linux",1,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,102390,6,70,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,1,0.6470588235294117,0.1,0.6000000000000001,0.551470588235294
209,210,Thomas Thompson,"python, nlp, tensorflow",2,M.Tech,Google ML,AI Researcher,Hire,90388,4,65,"['python', 'nlp', 'tensorflow']",1,1,0.588235294117647,0.2,0.4,0.5058823529411764
210,211,Cindy Crosby,"machine learning, python, deep learning",3,B.Tech,AWS Certified,Data Scientist,Hire,99842,4,75,"['machine learning', 'python', 'deep learning']",1,1,0.7058823529411764,0.30000000000000004,0.4,0.5720588235294117
211,212,Denise Davenport,"networking, linux, ethical hacking",7,B.Tech,Google ML,Cybersecurity Analyst,Hire,96689,3,100,"['networking', 'linux', 'ethical hacking']",1,1,1.0,0.7000000000000001,0.30000000000000004,0.7500000000000001
212,213,Wyatt Anderson,"c++, sql",2,MBA,Google ML,Software Engineer,Reject,94346,1,45,"['c++', 'sql']",0,1,0.35294117647058826,0.2,0.1,0.34852941176470587
213,214,Peter Patterson,"sql, java",1,B.Tech,Google ML,Software Engineer,Hire,45989,7,65,"['sql', 'java']",1,1,0.588235294117647,0.1,0.7000000000000001,0.5558823529411765
214,215,Nicholas Brown,"tensorflow, python, nlp",3,B.Tech,None,AI Researcher,Reject,41769,3,60,"['tensorflow', 'python', 'nlp']",0,0,0.5294117647058822,0.30000000000000004,0.30000000000000004,0.3352941176470588
215,216,Gloria Miller,"linux, ethical hacking, cybersecurity, networking",8,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,45438,3,100,"['linux', 'ethical hacking', 'cybersecurity', 'networking']",1,1,1.0,0.8,0.30000000000000004,0.775
216,217,Tammy Phillips,"sql, deep learning, python, machine learning",7,B.Sc,None,Data Scientist,Hire,82958,10,100,"['sql', 'deep learning', 'python', 'machine learning']",1,0,1.0,0.7000000000000001,1.0,0.775
217,218,William Murphy,"tensorflow, python, nlp, pytorch",8,MBA,AWS Certified,AI Researcher,Hire,70446,8,100,"['tensorflow', 'python', 'nlp', 'pytorch']",1,1,1.0,0.8,0.8,0.9
218,219,John James,"linux, networking, cybersecurity, ethical hacking",1,B.Sc,None,Cybersecurity Analyst,Hire,40222,10,80,"['linux', 'networking', 'cybersecurity', 'ethical hacking']",1,0,0.7647058823529411,0.1,1.0,0.5426470588235294
219,220,Christina Sanchez,"pytorch, tensorflow, python, nlp",10,PhD,Google ML,AI Researcher,Hire,99512,2,100,"['pytorch', 'tensorflow', 'python', 'nlp']",1,1,1.0,1.0,0.2,0.8
220,221,Keith Ward,"cybersecurity, linux",9,PhD,None,Cybersecurity Analyst,Hire,77138,0,100,"['cybersecurity', 'linux']",1,0,1.0,0.9,0.0,0.575
221,222,Mark Skinner,"python, nlp",1,M.Tech,Google ML,AI Researcher,Reject,98317,1,35,"['python', 'nlp']",0,1,0.23529411764705882,0.1,0.1,0.2823529411764706
222,223,James Myers,"python, tensorflow, pytorch, nlp",6,B.Sc,None,AI Researcher,Hire,78872,4,100,"['python', 'tensorflow', 'pytorch', 'nlp']",1,0,1.0,0.6000000000000001,0.4,0.6
223,224,Jon Poole,"java, sql",8,M.Tech,Deep Learning Specialization,Software Engineer,Hire,96786,4,100,"['java', 'sql']",1,1,1.0,0.8,0.4,0.8
224,225,John Weiss,"linux, ethical hacking, cybersecurity",4,PhD,AWS Certified,Cybersecurity Analyst,Hire,96836,1,70,"['linux', 'ethical hacking', 'cybersecurity']",1,1,0.6470588235294117,0.4,0.1,0.5014705882352941
225,226,Sean Livingston,"cybersecurity, networking",1,B.Tech,Google ML,Cybersecurity Analyst,Reject,94563,6,60,"['cybersecurity', 'networking']",0,1,0.5294117647058822,0.1,0.6000000000000001,0.5102941176470588
226,227,Jacob Long,"python, deep learning, machine learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,106472,4,65,"['python', 'deep learning', 'machine learning']",1,1,0.588235294117647,0.2,0.4,0.5058823529411764
227,228,Sarah Christensen,"linux, networking, ethical hacking",7,B.Sc,None,Cybersecurity Analyst,Hire,79874,6,100,"['linux', 'networking', 'ethical hacking']",1,0,1.0,0.7000000000000001,0.6000000000000001,0.675
228,229,Scott Young,"python, pytorch",3,PhD,Deep Learning Specialization,AI Researcher,Hire,43097,8,90,"['python', 'pytorch']",1,1,0.8823529411764706,0.30000000000000004,0.8,0.7338235294117647
229,230,Christopher Dominguez,"cybersecurity, networking, ethical hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,102929,10,95,"['cybersecurity', 'networking', 'ethical hacking']",1,1,0.9411764705882353,0.2,1.0,0.7794117647058824
230,231,Thomas Curtis,"python, nlp, pytorch",1,MBA,Google ML,AI Researcher,Reject,113921,1,40,"['python', 'nlp', 'pytorch']",0,1,0.29411764705882354,0.1,0.1,0.3029411764705882
231,232,Anita Vega,"react, c++, java, sql",0,M.Tech,AWS Certified,Software Engineer,Hire,80517,8,70,"['react', 'c++', 'java', 'sql']",1,1,0.6470588235294117,0.0,0.8,0.5764705882352941
